slug,url,title,date,content_text,image_urls,local_image_files
rotary-international-convention-concludes-with-a-message-of-hope,https://www.rotarysmamidday.org/news/rotary-international-convention-concludes-with-a-message-of-hope,Rotary International Convention concludes with a message of hope,5/30/2023,"By   Etelka Lehoczky 
After imagining the future of Rotary in Melbourne, Australia, members and speakers at the 2023 Rotary International Convention looked ahead to next year's gathering in Singapore and being able to share hope with the world by focusing on mental health and well-being.
""Singapore is a city that embodies the spirit of service and giving back to the community,"" said Jennifer Scott, chair of the 2024 International Convention Committee. ""This city-state is a hub of culture, cuisine, and innovation, and is renowned for its architecture, natural beauty, and bustling nightlife. There is something for everyone in Singapore.""
​
During the convention's closing session, 2023-24 Rotary International President R. Gordon R. McInally explained why he's asking members to make mental health a priority. When his only brother took his own life, McInally said, he became determined to fight the stigma around mental health issues and expand access to care.
""I might venture to suggest that one of the main reasons that my brother and so, so many others like him reach the point they do is that mental health remains such a taboo subject, and that mental health services remain in such short supply,"" he said. ""I know that Rotary can do something about that. I am confident we can illuminate mental health needs near and far.""
""We can help one another feel more supported as fellow Rotary members and as neighbors,"" McInally continued. ""We can advocate for mental health services. And we can build bridges with experts in the mental health space to help expand access to treatment.""
McInally urged Rotary members to Create Hope in the World by getting involved and taking action at a critical moment in history.
""To create hope, we must continue doing our important work, and do it better than ever before,"" he said. ""We must refocus our efforts to build peace across the globe. And we must help each other find peace within — and share that ethic of care to the people we serve.""
Earlier in the day, Kunle Adeyanju, president of the Rotary Club of Ikoyi Metro A.M., Nigeria, reflected on how to fulfill the promise of a polio-free world. In 2022, Adeyanju  rode a motorcycle from London, England, to Lagos, Nigeria , to raise money and draw attention to the cause.
""We're in the last mile of the push toward polio eradication. That's quite encouraging,"" Adeyanju said. ""But when you're so close to the tipping point, the whole gain you've achieved in the last 30 years could go away in one day.""
He compared the commitment to end polio to his marathon ride.
""There were several instances where I was in the Sahara and I kept asking myself, 'Why am I doing this? Why did I get myself here?' But the resilient spirit in us says, 'Yes, it's difficult, but it's doable.' That's the same mindset we need to put into eradicating polio around the world.""
During another session that focused on the difficult but doable, past Rotary Peace Fellow Ryan Rowe introduced Haitian Rotarians who have been working to bring clean water to 770,000 people in seven counties throughout the country as part of HANWASH, or the Haiti National Clean Water, Sanitation, and Hygiene Initiative.
Over the last three years, the organization has raised US$1.8 million to dig wells, build latrines, and modernize water systems around the country. Organizers also plan to invest US$400,000 in a mentoring and training program for local engineers.
This ""is an incredible story of Rotary impact that the entire world needs to hear,"" Rowe said.
In her closing remarks, Rotary International President Jennifer Jones, who made history as the organization's first female president, made the connection between imagining Rotary — the idea of her presidential theme — and hope, an element of McInally's.
​
""We don't imagine yesterday — and we also don't look for hope in past actions,"" Jones said. ""'Hope' and 'imagine' are words for tomorrow — words that propel us forward. They build upon each other and offer a path forward. A path of continuity.""",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/t2324en-vertical-rgb_orig.jpg,harvest/news/images/rotary-international-convention-concludes-with-a-message-of-hope__01__t2324en-vertical-rgb_orig.jpg
rotary-literally-gives-a-helping-hand,https://www.rotarysmamidday.org/news/rotary-literally-gives-a-helping-hand,Rotary Literally Gives a Helping Hand,10/31/2025,"by Tom   Murlowski 
​Try to imagine doing all you do each day without the use of a hand…
​
That is life for many people who have either been born without hands or have lost them due to unfortunate circumstances. But, Rotary has a solution: prosthetic hands donated by the Ellen Meadows Prosthetic Hand Foundation, which provides prosthetic hands at no cost to anyone needing one.
When Ellen Meadows passed away, her father created the LN4 prosthetic hand. In collaboration with Rotary International and others since 2006, more than 84,000 hands have been distributed and fitted in 100 countries on six continents.
The Rotary Club of San Miguel de Allende-Midday has participated in this effort for two years, providing and fitting 29 prosthetic hands so far. On October 25, members Jose de Anda, Tom Murlowski and Layla Wright-Contreras met with Rotaract Queretaro members to gift and fit two prosthetic hands for Arturo, who lost a hand in a fire, and Carlos, who was born with only one hand.
Jose gave instruction on how to use the hands, and then helped carefully fit and test them. Then, the two men practiced using their hands with a variety of utensils and tools, including pens and paper. Arturo wrote his wife's name, and Carlos chose to doodle a cartoon.
It was marvelous watching them realize how useful their new hands were. The joy shared by these two men was palpable, and an important lesson in how much most of us take for granted. Joked Carlos, “This helps me overcome my ‘factory defect.’” 
More information is available here   
​Contact Us for more Information     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/344524303.jpg,harvest/news/images/rotary-literally-gives-a-helping-hand__01__344524303.jpg
rotary-member-outing-to-tierra-y-amor,https://www.rotarysmamidday.org/news/rotary-member-outing-to-tierra-y-amor,Rotary Members' Outing to Tierra y Amor,10/15/2024,"​The Midday Rotary Club had an excellent outing to Tierra y Amor, a new ecotourism destination with a honey/beehive museum. The grounds were spectacular, as was the history and details on honey-making.
They have 50 hives with 500 bees apiece. Together they can produce as much as two tons of honey a month, though they only harvest once a year as not to overburden the bees. We learned about the value of mesquite both to the hives and Mexican agriculture, and how the quartz beneath San Miguel gives us positive energy including keeping us free from earthquakes.
​This adventure was pure fellowship, and we were happy to have so many Rotarians, spouses, and friends in tow!",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2024-10-161-cover_orig.jpg,harvest/news/images/rotary-member-outing-to-tierra-y-amor__01__2024-10-161-cover_orig.jpg
rotary-names-red-cross-board-president-lety-fernandez-de-noyola-citizen-of-the-year,https://www.rotarysmamidday.org/news/rotary-names-red-cross-board-president-lety-fernandez-de-noyola-citizen-of-the-year,Rotary Names Red Cross Board President Lety Fernandez de Noyola  Citizen of the Year,3/7/2023,"By Robin Loving  
San Miguel’s Midday Rotary Club is proud to announce that the 16th annual Farley W. Wheelwright Citizen of the Year is Red Cross Board President Lety Fernandez de Noyola. She was selected for her outstanding service above self, which is the motto of Rotary International.
The ceremony was held on Tuesday, March 7, at the Biblioteca’s Teatro Santa Ana.
“Lety is deeply committed to serving 24/7/365 happily and effectively,” said Rotary President Lee Carter. “She has transformed the Red Cross in her 19 years of dedication,” he concluded.
In her volunteer capacity, Fernandez manages 21 staff members including a doctor, an ophthalmologist, a dentist, a psychologist, a podiatrist, and 250 volunteers. They offer13 programs, not just the fleet of 14 ambulances, medical supplies, and training programs. Fernandez also manages a meeting facility for up to 70 people, a pharmacy, an optical center, a COVID test site, and temporary housing for people in emergencies.
​
“I am proud that we have collaborations with the Polytechnic of Mexico and UNAM as well as with a team of 20-30-year-olds who provide services for as little as $30 pesos,” said Fernandez, who began with the Red Cross as a fundraiser. “My passion is caring for people in San Miguel,” she concluded.",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/lety-newsletter_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/5_orig.jpg,harvest/news/images/rotary-names-red-cross-board-president-lety-fernandez-de-noyola-citizen-of-the-year__01__lety-newsletter_orig.jpg | harvest/news/images/rotary-names-red-cross-board-president-lety-fernandez-de-noyola-citizen-of-the-year__02__5_orig.jpg
rotary-project-creates-instant-intergenerational-lasting-impact-in-the-campo,https://www.rotarysmamidday.org/news/rotary-project-creates-instant-intergenerational-lasting-impact-in-the-campo,"Rotary Project Creates Instant, Intergenerational, Lasting Impact in the Campo",6/25/2023,"​by Robin Loving
​Imagine: You are a campo girl of 10 – 12 who knows nothing about your body’s operation. Your house has a dirt floor, no windows or doors, no running water, no electricity, no gas. You have to work several days a week instead of going to school, and then that time of the month comes when you can’t do even those things because you have no supplies to manage your body’s functions.
In comes Rotary Club of San Miguel Midday with its    Girls’ Empowerment Program    with its Ninas Sabias (Wise Girls) curriculum. When you are at school one-week, Mexican female teachers come in and through song, dance, and ritual, teach you about your body and its importance to the world. At first, you don’t have the confidence to meet their eyes and say your name. By Friday, you are joyously celebrating your womanhood, and you have a reusable kit of supplies to keep you at work and at school.
Rotary began thinking about this project in May 2021. By January of 2022, the community need and concept was shared with all members and a team was formed to research resources. By the summer of 2022, Rotary was paying for local women to become trained and certified as Ninias Sabias teachers. In early January 2023, Rotary had a contract with the Secretary of Education of the State of Guanajuato to begin. Two weeks later, teachers were in schools during the school day for a week of transformative education.
Immediately, the boys wanted in on whatever this mysterious, private class was. By spring of 2023, Rotary had developed a SEG-approved curriculum for a boys’ program in the schools. It will teach the boys about their puberty as well as respect for the girls’ transformations. It will stress responsibility, accountability, and goal-setting in personal, family, and community contexts.
Both programs focus on the importance of education and staying in school to help them break the cycle of generational poverty.
Empowering women and children is one of Rotary’s seven areas of focus. Rotary here applied to Rotary International Foundation to fund this program and received a global grant of $91,000 USD to train 2,000+ girls over a year. Because this program is so popular with local volunteers, this money will go farther, for there now are some volunteer drivers who make their ways over unpaved, rutty, rocky roads to take the teachers back and forth each day.
The plan is to return to these same 168 communities every two years to ensure that more children who are coming of age have this essential, life-changing education. As well, a future phase will bring this program to urban schools, as well.
If you would like to volunteer to participate in this impactful community project, contact Andrea Spessard at    [email protected]   .     					 				 				  					 						        
Contact Form     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",,
rotary-project-recognized-by-100-who-care-san-miguel,https://www.rotarysmamidday.org/news/rotary-project-recognized-by-100-who-care-san-miguel,Rotary Project Recognized by 100+ Who Care San Miguel,1/19/2026,"Learn more about the
Girls' Empowerment Program             Click HERE                              Help us keep Girls in School                    	  		  			  				  Contact us:      *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment GEP New  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/100-who-care-award_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2026-04-11-girls1_orig.jpg,harvest/news/images/rotary-project-recognized-by-100-who-care-san-miguel__01__100-who-care-award_orig.jpg | harvest/news/images/rotary-project-recognized-by-100-who-care-san-miguel__02__2026-04-11-girls1_orig.jpg
rotary-raises-funds-for-apoyo-micro-lending-program,https://www.rotarysmamidday.org/news/rotary-raises-funds-for-apoyo-micro-lending-program,Rotary Raises Funds for Apoyo Micro-lending Program,11/14/2022,"by Robin Loving
​​Voice of San Miguel Cesar Valderrama sang in celebration of 70 Rotarians and friends who attended a sold-out fundraising luncheon at La Mansion at Montitlan in November to support Rotary’s joint project with Apoyo a Gente Emprededora’s micro-lending program. Rotary resources will enable the expansion of micro-finance in San Miguel de Allende to help raise more families out of poverty.
“We raised over $8,000 USD for this program that educates and loans an average of $250 USD per person to those who want to elevate themselves out of extremely disadvantaged positions via business enterprise,” said Midday Rotary President Lee Carter. “This was our most lucrative fundraiser in history,” he continued.
“As a recipient of an Apoyo micro-loan, I received $5,000 pesos with which I bought merchandise to sell to support my family. Thank you for having faith in us,” said Rosalinda Granados, an Apoyo loan recipient.
“At Apoyo we continue to help the most disadvantaged people break the cycle of poverty by educating them about business and finance to promote sustainable economic development.  Last year we expanded a training center for a trade school. We believe the success of our model will be replicated in other areas of Mexico,” said Apoyo Founder and Director General Ezequiel Mojica.
“I am thrilled with the support shown for this project by all in attendance an. The funds raised will enable us to truly take a giant leap forward in helping more San Miguel families bootstrap themselves out of poverty,” said Rotary Micro-Lending Project Chairman Norman Feldstein.
Sponsors  included Penzi Weddings,Ron and Linda Felton, Ron Lenox. Additional funds were raised via a raffle of prizes generously donated by Bovine Restaurant, Esencia Spa, Follow Me Tours, Galeria Atotonilco, the Mansion at Montitlan, Nest Property Management, Maggie Sperling, and Dorothy Wallstein.",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/editor/robin.jpg?1673890616,harvest/news/images/rotary-raises-funds-for-apoyo-micro-lending-program__01__robin.jpg
rotarys-girls-empowerment-program-join-the-margarita-movement,https://www.rotarysmamidday.org/news/rotarys-girls-empowerment-program-join-the-margarita-movement,Rotary’s Girls’ Empowerment Program: Join the Margarita Movement,11/1/2025,"by Robin Loving
Let’s call this the year of the Margarita -- not the kind folks drink, but a Margarita Movement nevertheless! (Margarita means Daisy in Spanish) The Margarita Movement is Rotary’s Girls’ Empowerment Program for 5th-6th-grade to ensure they may remain with their peers and not fall behind due to a lack of personal supplies essential to them.
The Margarita Movement supports Rotary’s Girls’ Empowerment Program for 5th and 6th grade girls.  Many girls drop out of school when they reach puberty due to the lack of what other girls and women take for granted: personal supplies. You can give these girls parity, opportunity – the chance to stay in school and excel, all through a reuseable kit that will allow girls not to miss school a week each month.
The Margarita Movement is a new monthly giving campaign dedicated to advancing menstrual equity: providing girls what they need, and thereby empowering to reclaim their dignity, protect their health, and unlock opportunities to stay in school, learn, and thrive. It accompanies a 10-hour course we administer in Guanajuato schools during the school day with the approval of the state board of education.
Margarita means daisy, and daisies symbolize hope and new beginnings. Plant seeds of change and nurture futures filled with promise by becoming part of this important initiative. Girls belong in school!
The Margarita Movement is part of Rotary’s Girls’ Empowerment Program, which has reached 4,000 girls aged 10-12 in grades five and six in 120 schools since January 2023. This has been done during the school day with permission of the Secretary of education in more 200 interactive workshops focused on building self-esteem and confidence while educating girls about their path to womanhood.  
For just $20 USD a month, two girls can be provided a safe, reliable, reusable menstrual kit that lasts up to three years! A recurring gift of $20 USD/month enables 24 girls to get kits! Generosity can provide girls the freedom to focus on their education, remain with their peer group, and dream of bright futures. In other words, it can empower the future of half of an entire state!
​Together, we can keep girls in the classroom, because every girl deserves the opportunity to learn, grow, and blossom into a bright future. Look at these outstanding values:  $20 USD/month = 2 Girls each month = 24 Girls a year  $50 USD/month = 5 Girls each month = 60 Girls a year  $100 USD/month = 10 Girls each month = 120 Girls a year  
Every gift makes a huge difference in the life of a girl. Join us and share this campaign with everyone you know.     Click HERE for more details about the campaign   
Thank you for empowering girls to return to and stay in school!
Rotary is where neighbors, friends and problem-solvers share ideas, join leaders, and take action to create lasting change. For more information, contact Project Manager Jose de Anda at  [email protected] .
Join the Campaign HERE           	  		  			  				 Contact us for more information     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment -Girls' Empowerment Article  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/campaign-2025-10-2_orig.jpg,harvest/news/images/rotarys-girls-empowerment-program-join-the-margarita-movement__01__campaign-2025-10-2_orig.jpg
signs-and-smiles-at-eeesma-school-for-the-deaf,https://www.rotarysmamidday.org/news/signs-and-smiles-at-eeesma-school-for-the-deaf,Signs and Smiles at EEESMA (School for the Deaf),1/7/2024,"On January 7th, 2024, Escuela de Educación Especial de San Miguel de Allende (EEESMA) had the privilege of hosting the     Signs & Smiles.org     Vocational Training Team, featuring Dr. Patrick Graham from the National Technical Institute for the Deaf (RIT) in Rochester, NY, Dr. Marie Coppola from the University of Connecticut in Hartford, and sign language interpreters Audrey Ramirez-Loudenback and Kyle Duarte. These esteemed professionals generously volunteered their time and expertise for our project.
Teachers and assistants at the school engaged in six days of intensive workshops. Joining them were 20 individuals, including deaf education professionals and interpreters from various cities in the State of Guanajuato and Queretaro. The workshops showcased the remarkable feat of teaching in Spanish, English, American Sign Language, and Mexican Sign Language simultaneously.
The overarching goal of these workshops and the Teacher Training project is to introduce innovative strategies for instructing Deaf children and young people at the EEESMA School for the Deaf and beyond. The initiative encompasses the development of a digital Mexican Sign Language dictionary, World Around You Storytelling Programs, and various communication apps. These resources will be open source, benefiting deaf educators, students, families, and the broader deaf community.
The VTT project, aimed at training teachers of Deaf students, is made possible through an education grant from Rotary International, in collaboration with several US and Canadian Rotary Clubs and our local Rotary District 4140 in Guanajuato. Heartfelt thanks to Rotary for their tremendous support of EEESMA.
To learn more about EEESMA School for the Deaf and stay connected with the community we serve, please visit our website at      www.eeesma.com      and sign up for the quarterly newsletter. Your unwavering support fuels our endeavors and empowers our students to reach new heights.",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/published/eeesma-logo.jpg?1706204848 | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/group_orig.jpg,harvest/news/images/signs-and-smiles-at-eeesma-school-for-the-deaf__01__eeesma-logo.jpg | harvest/news/images/signs-and-smiles-at-eeesma-school-for-the-deaf__02__group_orig.jpg
spring-luncheon-benefiting-eeesma,https://www.rotarysmamidday.org/news/spring-luncheon-benefiting-eeesma,Spring Luncheon benefiting EEESMA [] School for the Deaf,1/21/2024,"Be a part of the enchanting Spring Luncheon set against the picturesque backdrop of a private residence's stunning gardens. 
Experience an unforgettable blend of gastronomic delights and heartfelt entertainment in this idyllic setting. 
Marco Massarotti of Casa Nostra fame promises amazing pasta and meat dishes, which along with salad, dessert and wine will fully satisfy and delight! 
The EEESMA Student Choir are excited to perform some specially prepared songs for you in sign language. 
The Spring Luncheon Raffle Draw winners will be selected at the event. This would be your last chance to purchase the winning ticket! 
Good luck to everyone! 
This event has limited seating with tickets available on a first come basis. 
Each ticket: US $85 or MXN 1,450 
This is the fundraising luncheon event of the season that you won't want to miss! 
View the Raffle Prizes ​    					 				 				  					 						                         PURCHASE TICKETS",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/eee-luncheon-poster_orig.jpg,harvest/news/images/spring-luncheon-benefiting-eeesma__01__eee-luncheon-poster_orig.jpg
step-downstep-up-celebration,https://www.rotarysmamidday.org/news/step-downstep-up-celebration,Step Down/Step Up Celebration,8/11/2023,"And a Great Time Was Had by All 
by Robin Loving
​We have all stepped up and down from various responsibilities in our lives, but seldom with as much fun as we all had at our Step-Up/Step-Down party in gratitude for Lee Carter’s most recent presidency and Joe Ruffino’s current presidency.
Lee set the tone by giving Joe a tiny wooden gavel, saying with what we all knew was a little exaggeration, “This is all you’ll need to govern this year, for your team will handle the rest!”
Joe’s outstanding team includes an indefatigable vice president of Community Service, Andrea Spessard; the most well-connected person anyone knows in San Miguel, Vice President of Club Services Ron Lenox; six-year treasury veteran Treasurer Melody Smith; well proven Vice President of Membership Peter Fay; detail-loving Secretary Eddie Colbeth; Sergeant-at-Arms Robin Loving; and the host of the party, President-Elect Dorothy Wallstein.
“Great food, fun and fellowship,” said President Joe. “I believe there isn't anything this Club isn't capable of. The love and dedication that the membership has for the
community and one another is amazing! It makes me proud and honored to belong,” he
concluded.
Watch for more opportunities to revel in Rotary coming up!",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/img-20230811-wa0018_orig.jpg,harvest/news/images/step-downstep-up-celebration__01__img-20230811-wa0018_orig.jpg
the-girls-empowerment-program-back-to-school-campaign7561059,https://www.rotarysmamidday.org/news/the-girls-empowerment-program-back-to-school-campaign7561059,The Girls’ Empowerment Program “Back to School” Campaign.,8/19/2025,"As classrooms fill with backpacks and eager students across Mexico, it’s important to remember that not every Girl gets the chance to join them. Sometimes, all she’s missing is access to something as simple and essential as menstrual supplies. This back-to-school season, you can help change that. 
We’re excited to introduce Margaritas (Spanish for daisy), our new monthly giving campaign dedicated to advancing menstrual equity year-round. When you join the Margarita Movement, you’re not just giving, you’re empowering. You’re helping Girls reclaim their dignity, protect their health, and unlock the opportunities they need to stay in school and thrive. 
Why Margaritas? Because daisies symbolize hope and new beginnings. With your monthly support, you are planting seeds of change and nurturing futures filled with promise. 🎒 
For just $20 a month, you can provide a washable, safe, and reliable menstrual kit that lasts two to three years. That single act gives a girl the freedom to focus on her studies, dream bigger, and show up for her future. 
Join us today. Together, we can keep girls in the classroom, because every Girl deserves the chance to learn, grow, and bloom.       
MONTHLY DONATION   
Impacts 1 Girl Each Month  
$15 covers all the menstrual supplies a girl needs to confidently manage her period for up to 3 years.  Invest in XX to reach one more girl every month. 
$15 USD  
DONATE 
MONTHLY DONATION  
Supports 2 Girls Each Month  
$30 covers all the menstrual supplies 2 girls need to confidently manage their period for up to 3 years.  Invest in XX to reach 2 more girls every month. 
$30 USD  
DONATE 
MONTHLY DONATION  
Reaches 4 Classrooms A Year  
$60 covers all the menstrual supplies 4 girls need to confidently manage their period for up to 3 years.  Invest in XX to reach 4 classrooms in 12 months.​  
$60 USD  
DONATE",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/ninas-sabias_orig.jpg,harvest/news/images/the-girls-empowerment-program-back-to-school-campaign7561059__01__ninas-sabias_orig.jpg
the-most-impactful-rotary-event-that-ive-ever-attended-jill-noack,https://www.rotarysmamidday.org/news/the-most-impactful-rotary-event-that-ive-ever-attended-jill-noack,​The most impactful Rotary event that I’ve ever attended - Jill Noack,9/5/2023,"by Jill Noack
Back in July, I volunteered at the Wheelchair project that Club Rotario sponsored, and it was truly an amazing experience!
From the moment that I arrived at the event site, I knew that what we were about to do would forever change the lives of the children that we were going to help.
Just the sight of all of those wheelchair chariots awaiting their new little owners made me tear up, yet also filled me with joy!
And then, the children began to arrive - little ones, older ones, happy ones, crying ones, curious ones, ones who were carried on their parents’ backs because they had no other means of transportation.
I had the privilege of handing each child a stuffed animal to play with while they were awaiting their turns. For me, it felt like Christmas and Three Kings’ Day all rolled into one and, I was the lucky one, who got to play Santa!
I’ll never forget one little guy who tore his ball cap off, whooped loudly, and started wheeling, himself around the basketball court. It looked like a moment of sheer joy for him to finally feel that he had gained some independence in his life.  And, what a privilege, to have witnessed his life-changing triumph that day!
That one event sealed the deal for me that it was the right decision to become a Rotarian again. 
​  ​  Rotary is where neighbors, friends and problem-solvers share ideas, join leaders, and take action to create lasting change. For more information about Rotary, contact our President, Joe Ruffino Jr. at      [email protected]     .  
The three Rotary Clubs of San Miguel de Allende came together to help build, adjust, and donate more than 200 wheelchairs to children who heretofore have had to depend on others for mobility. This project has long been a tradition of the Spanish-speaking club, and now is a larger project shared by the three clubs. 
The children’s ages ranged from under 1 to 18 years old. Some were orphans. Many were transported by organizations, while families brought others. Their conditions included cerebral palsy, spinal bifida, scoliosis, and encephalitis, among others. Each wheelchair is adjustable to continue to suit the children as they grow. 
The average cost of each wheelchair, some of which were new and some of which were refurbished, was $3,000 USD. Each family contributed $1,000 pesos toward the cost, and the Rotary clubs raised the rest.   
What was your most impactful Rotary Event?  Please share your story with all of us.
Send your story to:    [email protected]       Please post your comments below.",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/editor/jill-noach-foto.jpeg?1694112301,harvest/news/images/the-most-impactful-rotary-event-that-ive-ever-attended-jill-noack__01__jill-noach-foto.jpeg
the-rotary-paul-harris-award-honoring-service-and-leadership,https://www.rotarysmamidday.org/news/the-rotary-paul-harris-award-honoring-service-and-leadership,The Rotary Paul Harris Award: Honoring Service and Leadership,6/9/2024,"The Rotary Paul Harris Award stands as a beacon of recognition within the global Rotary community, celebrating outstanding individuals who exemplify the organization’s ideals of service, leadership, and humanitarianism. Named after Rotary International’s founder, Paul Harris, this prestigious award is a testament to the commitment and dedication of individuals who have made significant contributions to their communities and beyond.
Established in 1957, the Paul Harris Fellowship recognizes individuals who have demonstrated a strong commitment to the goals and values of Rotary through exceptional service. Recipients are nominated by their peers and recognized for their tangible efforts in fostering peace, promoting education, alleviating poverty, and supporting community development projects.
What sets the Paul Harris Award apart is its emphasis on Rotary’s guiding principles of ""Service Above Self"" and the belief in ethical leadership. Each award recipient becomes part of a distinguished group of individuals who have made a tangible impact, whether through direct humanitarian efforts, advocacy for social justice, or significant contributions to educational initiatives.
The award not only honors individual achievement but also serves as an inspiration for others to strive towards similar goals of making a positive difference in the world. It underscores Rotary’s commitment to fostering goodwill and understanding across cultures and borders, promoting a global network of leaders dedicated to service.
Furthermore, the Paul Harris Fellowship program supports the Rotary Foundation, Rotary International's charitable arm, which funds international humanitarian projects, scholarships, and grants. Contributions made by award recipients and other supporters help sustain these vital initiatives, amplifying the impact of Rotary’s work worldwide.
In essence, receiving the Rotary Paul Harris Award is more than just an accolade—it is a testament to a lifetime of service, a commitment to making the world a better place, and an invitation to continue the journey of service and leadership. As Rotary International continues to expand its reach and impact, the Paul Harris Fellowship remains a cornerstone of recognition, honoring those who embody Rotary’s motto of ""Service Above Self"" in their daily lives.
Whether through local community projects or global initiatives, recipients of the Paul Harris Award inspire others to join in Rotary’s mission of creating positive, lasting change. Their stories serve as reminders of the power of individuals to transform communities and uplift humanity, embodying the spirit of Rotary’s enduring legacy of service and compassion.",,
threads-of-hope-campaign-transforming-lives-of-cancer-patients,https://www.rotarysmamidday.org/news/threads-of-hope-campaign-transforming-lives-of-cancer-patients,Threads of Hope Campaign Transforming Lives of Cancer Patients,12/30/2025,"​On January 11, 2026, the Rotaract Club of San Miguel de Allende will hold the sixth edition of the Threads of Hope Campaign.  This campaign asks for donations of hair that will be used to provide wigs for cancer patients in San Miguel de Allende.
Cancer treatment is a grueling battle, not just against the disease itself, but also against the visible signs it leaves behind. Hair loss, often one of the side effects, can profoundly impact a person’s self-esteem and confidence. In the face of such adversity, the simple act of donating hair can make a world of difference.
Inspired by the idea of giving back and making a tangible difference, they willingly part with their strands, knowing that each strand holds the potential to bring joy and comfort to someone in need.
“I’ve always believed in the power of small acts of kindness,” says a volunteer who donated her hair for the first time. “Knowing that my hair could bring a smile to someone’s face during such a difficult time was all the motivation I needed.” 
The process of donating hair is simple but significant. with hearts full of compassion, they gather to have their strands lovingly snipped away by professional hairstylists, who carefully prepare the hair for its transformation into wigs.
For many, the experience is deeply personal, as they dedicate their donation to loved ones affected by cancer or in honor of those who have lost their battle. Each strand of hair becomes a symbol of solidarity and empathy, a tangible reminder that they are not alone in their fight. The impact of these donations extends far beyond the physical realm. For cancer patients undergoing treatment, receiving a wig crafted from donated hair is more than just a cosmetic enhancement—it’s a lifeline of hope. It’s a reminder that they are supported, cherished, and valued, even in their darkest moments.
Moreover, initiatives like these foster a culture of empathy and altruism within the community. It reminds us of the power we hold to uplift and empower others, even through seemingly small gestures. In the act of giving, they discover a profound sense of purpose and fulfillment that transcends academic pursuits and social endeavors. 
​
As the saying goes, “Strands of love can create miracles.” And indeed, the generosity of the people who donate their hair toward wig-making is a testament to the transformative power of the San Miguel de Allende community.
For more information, please complete the form below.     	  		  			  				 More Information     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/threads-1_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/hope_orig.jpg,harvest/news/images/threads-of-hope-campaign-transforming-lives-of-cancer-patients__01__threads-1_orig.jpg | harvest/news/images/threads-of-hope-campaign-transforming-lives-of-cancer-patients__02__hope_orig.jpg
